DATE,TIME,実績(万kW)
2018/2/11,9:00,3315
2018/2/11,10:00,3254
2018/2/11,11:00,3177
2018/2/11,12:00,3106
2018/2/11,13:00,3051
2018/2/11,14:00,3005
2018/2/11,15:00,3025
2018/2/11,16:00,3147
2018/2/11,17:00,3511
2018/2/11,18:00,3693
2018/2/11,19:00,3721
2018/2/11,20:00,3699
2018/2/11,21:00,3590
2018/2/11,22:00,3417
2018/2/11,23:00,3260
2018/2/12,0:00,3051
2018/2/12,1:00,2936
2018/2/12,2:00,2879
2018/2/12,3:00,2842
2018/2/12,4:00,2854
2018/2/12,5:00,2961
2018/2/12,6:00,3237
2018/2/12,7:00,3491
2018/2/12,8:00,3734
2018/2/12,9:00,3848
2018/2/12,10:00,3786
2018/2/12,11:00,3718
2018/2/12,12:00,3589
2018/2/12,13:00,3566
2018/2/12,14:00,3520
2018/2/12,15:00,3537
2018/2/12,16:00,3707
2018/2/12,17:00,4092
2018/2/12,18:00,4279
2018/2/12,19:00,4249
2018/2/12,20:00,4205
2018/2/12,21:00,4050
2018/2/12,22:00,3843
2018/2/12,23:00,3640
2018/2/13,0:00,3357
2018/2/13,1:00,3211
2018/2/13,2:00,3144
2018/2/13,3:00,3110
2018/2/13,4:00,3159
2018/2/13,5:00,3398
2018/2/13,6:00,3902
2018/2/13,7:00,4196
2018/2/13,8:00,4400
2018/2/13,9:00,4454
2018/2/13,10:00,4336
2018/2/13,11:00,4244
2018/2/13,12:00,4024
2018/2/13,13:00,4119
2018/2/13,14:00,4084
2018/2/13,15:00,4051
2018/2/13,16:00,4183
2018/2/13,17:00,4457
2018/2/13,18:00,4571
2018/2/13,19:00,4499
2018/2/13,20:00,4397
2018/2/13,21:00,4244
2018/2/13,22:00,4023
2018/2/13,23:00,3775
2018/2/14,0:00,3480
2018/2/14,1:00,3305
2018/2/14,2:00,3214
2018/2/14,3:00,3163
2018/2/14,4:00,3201
2018/2/14,5:00,3433
2018/2/14,6:00,3957
2018/2/14,7:00,4232
2018/2/14,8:00,4404
2018/2/14,9:00,4434
2018/2/14,10:00,4291
2018/2/14,11:00,4156
2018/2/14,12:00,3900
2018/2/14,13:00,3972
2018/2/14,14:00,3919
2018/2/14,15:00,3884
2018/2/14,16:00,4005
2018/2/14,17:00,4277
2018/2/14,18:00,4375
2018/2/14,19:00,4299
2018/2/14,20:00,4175
2018/2/14,21:00,3994
2018/2/14,22:00,3773
2018/2/14,23:00,3504
2018/2/15,0:00,3216
2018/2/15,1:00,3058
2018/2/15,2:00,2982
2018/2/15,3:00,2924
2018/2/15,4:00,2939
2018/2/15,5:00,3115
2018/2/15,6:00,3521
2018/2/15,7:00,3788
2018/2/15,8:00,4018
2018/2/15,9:00,4166
2018/2/15,10:00,4057
2018/2/15,11:00,3894
2018/2/15,12:00,3625
2018/2/15,13:00,3718
2018/2/15,14:00,3702
2018/2/15,15:00,3674
2018/2/15,16:00,3775
2018/2/15,17:00,4032
2018/2/15,18:00,4129
2018/2/15,19:00,4060
2018/2/15,20:00,3954
2018/2/15,21:00,3806
2018/2/15,22:00,3644
2018/2/15,23:00,3437
2018/2/16,0:00,3188
2018/2/16,1:00,3060
2018/2/16,2:00,3000
2018/2/16,3:00,2974
2018/2/16,4:00,3002
2018/2/16,5:00,3209
2018/2/16,6:00,3660
2018/2/16,7:00,3942
2018/2/16,8:00,4194
2018/2/16,9:00,4320
2018/2/16,10:00,4217
2018/2/16,11:00,4130
2018/2/16,12:00,3899
2018/2/16,13:00,4009
2018/2/16,14:00,3961
2018/2/16,15:00,3931
2018/2/16,16:00,4032
2018/2/16,17:00,4254
2018/2/16,18:00,4299
2018/2/16,19:00,4176
2018/2/16,20:00,4036
2018/2/16,21:00,3868
2018/2/16,22:00,3680
2018/2/16,23:00,3428
2018/2/17,0:00,3161
2018/2/17,1:00,3005
2018/2/17,2:00,2926
2018/2/17,3:00,2884
2018/2/17,4:00,2893
2018/2/17,5:00,2981
2018/2/17,6:00,3204
2018/2/17,7:00,3393
2018/2/17,8:00,3621
2018/2/17,9:00,3697
2018/2/17,10:00,3635
2018/2/17,11:00,3578
2018/2/17,12:00,3444
2018/2/17,13:00,3479
2018/2/17,14:00,3456
2018/2/17,15:00,3463
2018/2/17,16:00,3592
2018/2/17,17:00,3920
2018/2/17,18:00,4118
2018/2/17,19:00,4106
2018/2/17,20:00,4065
2018/2/17,21:00,3931
2018/2/17,22:00,3757
2018/2/17,23:00,3587
2018/2/18,0:00,3353
2018/2/18,1:00,3195
2018/2/18,2:00,3083
2018/2/18,3:00,3004
2018/2/18,4:00,2971
2018/2/18,5:00,3019
2018/2/18,6:00,3210
2018/2/18,7:00,3396
2018/2/18,8:00,3589
2018/2/18,9:00,3665
2018/2/18,10:00,3584
2018/2/18,11:00,3464
2018/2/18,12:00,3355
2018/2/18,13:00,3268
2018/2/18,14:00,3207
2018/2/18,15:00,3231
2018/2/18,16:00,3416
2018/2/18,17:00,3869
2018/2/18,18:00,4117
2018/2/18,19:00,4122
2018/2/18,20:00,4079
2018/2/18,21:00,3924
2018/2/18,22:00,3690
2018/2/18,23:00,3451
2018/2/19,0:00,3201
2018/2/19,1:00,3059
2018/2/19,2:00,2973
2018/2/19,3:00,2922
2018/2/19,4:00,2954
2018/2/19,5:00,3191
2018/2/19,6:00,3725
2018/2/19,7:00,4115
2018/2/19,8:00,4389
2018/2/19,9:00,4482
2018/2/19,10:00,4372
2018/2/19,11:00,4201
2018/2/19,12:00,3908
2018/2/19,13:00,3974
2018/2/19,14:00,3932
2018/2/19,15:00,3932
2018/2/19,16:00,4065
2018/2/19,17:00,4322
2018/2/19,18:00,4392
2018/2/19,19:00,4284
2018/2/19,20:00,4146
2018/2/19,21:00,3964
2018/2/19,22:00,3755
2018/2/19,23:00,3467
2018/2/20,0:00,3172
2018/2/20,1:00,3027
2018/2/20,2:00,2961
2018/2/20,3:00,2931
2018/2/20,4:00,2988
2018/2/20,5:00,3211
2018/2/20,6:00,3674
2018/2/20,7:00,3936
2018/2/20,8:00,4106
2018/2/20,9:00,4169
2018/2/20,10:00,4057
2018/2/20,11:00,3958
2018/2/20,12:00,3716
2018/2/20,13:00,3813
2018/2/20,14:00,3769
2018/2/20,15:00,3754
2018/2/20,16:00,3856
2018/2/20,17:00,4105
2018/2/20,18:00,4228
2018/2/20,19:00,4153
2018/2/20,20:00,4037
2018/2/20,21:00,3882
2018/2/20,22:00,3697
2018/2/20,23:00,3444
2018/2/21,0:00,3189
2018/2/21,1:00,3054
2018/2/21,2:00,2993
2018/2/21,3:00,2955
2018/2/21,4:00,2981
2018/2/21,5:00,3174
2018/2/21,6:00,3624
2018/2/21,7:00,3985
2018/2/21,8:00,4317
2018/2/21,9:00,4501
2018/2/21,10:00,4421
2018/2/21,11:00,4357
2018/2/21,12:00,4115
2018/2/21,13:00,4185
2018/2/21,14:00,4125
2018/2/21,15:00,4081
2018/2/21,16:00,4171
2018/2/21,17:00,4397
2018/2/21,18:00,4465
2018/2/21,19:00,4379
2018/2/21,20:00,4245
2018/2/21,21:00,4074
2018/2/21,22:00,3873
2018/2/21,23:00,3588
2018/2/22,0:00,3279
2018/2/22,1:00,3119
2018/2/22,2:00,3046
2018/2/22,3:00,3007
2018/2/22,4:00,3045
2018/2/22,5:00,3260
2018/2/22,6:00,3734
2018/2/22,7:00,4160
2018/2/22,8:00,4562
2018/2/22,9:00,4784
2018/2/22,10:00,4782
2018/2/22,11:00,4702
2018/2/22,12:00,4463
2018/2/22,13:00,4563
2018/2/22,14:00,4540
2018/2/22,15:00,4552
2018/2/22,16:00,4682
2018/2/22,17:00,4810
2018/2/22,18:00,4800
2018/2/22,19:00,4659
2018/2/22,20:00,4514
2018/2/22,21:00,4302
2018/2/22,22:00,4047
2018/2/22,23:00,3771
2018/2/23,0:00,3462
2018/2/23,1:00,3290
2018/2/23,2:00,3194
2018/2/23,3:00,3137
2018/2/23,4:00,3178
2018/2/23,5:00,3392
2018/2/23,6:00,3852
2018/2/23,7:00,4243
2018/2/23,8:00,4617
2018/2/23,9:00,4795
2018/2/23,10:00,4678
2018/2/23,11:00,4467
2018/2/23,12:00,4140
2018/2/23,13:00,4204
2018/2/23,14:00,4120
2018/2/23,15:00,4041
2018/2/23,16:00,4099
2018/2/23,17:00,4309
2018/2/23,18:00,4431
2018/2/23,19:00,4366
2018/2/23,20:00,4259
2018/2/23,21:00,4111
2018/2/23,22:00,3963
2018/2/23,23:00,3763
2018/2/24,0:00,3494
2018/2/24,1:00,3318
2018/2/24,2:00,3208
2018/2/24,3:00,3129
2018/2/24,4:00,3123
2018/2/24,5:00,3213
2018/2/24,6:00,3445
2018/2/24,7:00,3654
2018/2/24,8:00,3884
2018/2/24,9:00,3940
2018/2/24,10:00,3827
2018/2/24,11:00,3673
2018/2/24,12:00,3489
2018/2/24,13:00,3447
2018/2/24,14:00,3368
2018/2/24,15:00,3305
2018/2/24,16:00,3344
2018/2/24,17:00,3610
2018/2/24,18:00,3804
2018/2/24,19:00,3800
2018/2/24,20:00,3753
2018/2/24,21:00,3615
2018/2/24,22:00,3448
2018/2/24,23:00,3282
2018/2/25,0:00,3047
2018/2/25,1:00,2919
2018/2/25,2:00,2856
2018/2/25,3:00,2823
2018/2/25,4:00,2809
2018/2/25,5:00,2851
2018/2/25,6:00,2998
2018/2/25,7:00,3220
2018/2/25,8:00,3503
2018/2/25,9:00,3704
2018/2/25,10:00,3697
2018/2/25,11:00,3606
2018/2/25,12:00,3491
2018/2/25,13:00,3420
2018/2/25,14:00,3381
2018/2/25,15:00,3411
2018/2/25,16:00,3533
2018/2/25,17:00,3853
2018/2/25,18:00,4017
2018/2/25,19:00,3998
2018/2/25,20:00,3928
2018/2/25,21:00,3759
2018/2/25,22:00,3499
2018/2/25,23:00,3251
2018/2/26,0:00,2992
2018/2/26,1:00,2858
2018/2/26,2:00,2796
2018/2/26,3:00,2780
2018/2/26,4:00,2824
2018/2/26,5:00,3051
2018/2/26,6:00,3524
2018/2/26,7:00,3941
2018/2/26,8:00,4317
2018/2/26,9:00,4483
2018/2/26,10:00,4346
2018/2/26,11:00,4187
2018/2/26,12:00,3900
2018/2/26,13:00,3963
2018/2/26,14:00,3922
2018/2/26,15:00,3882
2018/2/26,16:00,3994
2018/2/26,17:00,4246
2018/2/26,18:00,4391
2018/2/26,19:00,4315
2018/2/26,20:00,4202
2018/2/26,21:00,4015
2018/2/26,22:00,3803
2018/2/26,23:00,3520
2018/2/27,0:00,3218
2018/2/27,1:00,3058
2018/2/27,2:00,2979
2018/2/27,3:00,2952
2018/2/27,4:00,2990
2018/2/27,5:00,3196
2018/2/27,6:00,3632
2018/2/27,7:00,3935
2018/2/27,8:00,4174
2018/2/27,9:00,4227
2018/2/27,10:00,4124
2018/2/27,11:00,4024
2018/2/27,12:00,3744
2018/2/27,13:00,3824
2018/2/27,14:00,3791
2018/2/27,15:00,3780
2018/2/27,16:00,3843
2018/2/27,17:00,4040
2018/2/27,18:00,4152
2018/2/27,19:00,4066
2018/2/27,20:00,3951
2018/2/27,21:00,3803
2018/2/27,22:00,3640
2018/2/27,23:00,3410
2018/2/28,0:00,3149
2018/2/28,1:00,3021
2018/2/28,2:00,2958
2018/2/28,3:00,2927
2018/2/28,4:00,2970
2018/2/28,5:00,3171
2018/2/28,6:00,3575
2018/2/28,7:00,3792
2018/2/28,8:00,3972
2018/2/28,9:00,4104
2018/2/28,10:00,4025
2018/2/28,11:00,3879
2018/2/28,12:00,3727
2018/2/28,13:00,3753
2018/2/28,14:00,3666
2018/2/28,15:00,3727
2018/2/28,16:00,3777
2018/2/28,17:00,3985
2018/2/28,18:00,4067
2018/2/28,19:00,3986
2018/2/28,20:00,3871
2018/2/28,21:00,3710
2018/2/28,22:00,3514
2018/2/28,23:00,3258
2018/3/1,0:00,3004
2018/3/1,1:00,2889
2018/3/1,2:00,2842
2018/3/1,3:00,2816
2018/3/1,4:00,2854
2018/3/1,5:00,3001
2018/3/1,6:00,3347
2018/3/1,7:00,3657
2018/3/1,8:00,3875
2018/3/1,9:00,3891
2018/3/1,10:00,3773
2018/3/1,11:00,3692
2018/3/1,12:00,3456
2018/3/1,13:00,3517
2018/3/1,14:00,3461
2018/3/1,15:00,3429
2018/3/1,16:00,3469
2018/3/1,17:00,3624
2018/3/1,18:00,3750
2018/3/1,19:00,3679
2018/3/1,20:00,3584
2018/3/1,21:00,3449
2018/3/1,22:00,3320
2018/3/1,23:00,3116
2018/3/2,0:00,2893
2018/3/2,1:00,2799
2018/3/2,2:00,2767
2018/3/2,3:00,2763
2018/3/2,4:00,2816
2018/3/2,5:00,2991
2018/3/2,6:00,3318
2018/3/2,7:00,3463
2018/3/2,8:00,3626
2018/3/2,9:00,3760
2018/3/2,10:00,3742
2018/3/2,11:00,3706
2018/3/2,12:00,3498
2018/3/2,13:00,3579
2018/3/2,14:00,3530
2018/3/2,15:00,3493
2018/3/2,16:00,3564
2018/3/2,17:00,3738
2018/3/2,18:00,3910
2018/3/2,19:00,3866
2018/3/2,20:00,3778
2018/3/2,21:00,3655
2018/3/2,22:00,3528
2018/3/2,23:00,3345
2018/3/3,0:00,3109
2018/3/3,1:00,2997
2018/3/3,2:00,2929
2018/3/3,3:00,2879
2018/3/3,4:00,2870
2018/3/3,5:00,2944
2018/3/3,6:00,3115
2018/3/3,7:00,3231
2018/3/3,8:00,3397
2018/3/3,9:00,3469
2018/3/3,10:00,3398
2018/3/3,11:00,3315
2018/3/3,12:00,3173
2018/3/3,13:00,3184
2018/3/3,14:00,3142
2018/3/3,15:00,3114
2018/3/3,16:00,3133
2018/3/3,17:00,3377
2018/3/3,18:00,3516
2018/3/3,19:00,3479
2018/3/3,20:00,3397
2018/3/3,21:00,3257
2018/3/3,22:00,3091
2018/3/3,23:00,2917
2018/3/4,0:00,2726
2018/3/4,1:00,2640
2018/3/4,2:00,2616
2018/3/4,3:00,2582
2018/3/4,4:00,2583
2018/3/4,5:00,2632
2018/3/4,6:00,2701
2018/3/4,7:00,2760
2018/3/4,8:00,2885
2018/3/4,9:00,2945
2018/3/4,10:00,2912
2018/3/4,11:00,2862
2018/3/4,12:00,2801
2018/3/4,13:00,2780
2018/3/4,14:00,2731
2018/3/4,15:00,2716
2018/3/4,16:00,2767
2018/3/4,17:00,2987
2018/3/4,18:00,3200
2018/3/4,19:00,3190
2018/3/4,20:00,3119
2018/3/4,21:00,2998
2018/3/4,22:00,2825
2018/3/4,23:00,2649
2018/3/5,0:00,2488
2018/3/5,1:00,2437
2018/3/5,2:00,2430
2018/3/5,3:00,2426
2018/3/5,4:00,2466
2018/3/5,5:00,2586
2018/3/5,6:00,2843
2018/3/5,7:00,3114
2018/3/5,8:00,3411
2018/3/5,9:00,3596
2018/3/5,10:00,3655
2018/3/5,11:00,3660
2018/3/5,12:00,3516
2018/3/5,13:00,3675
2018/3/5,14:00,3668
2018/3/5,15:00,3615
2018/3/5,16:00,3682
2018/3/5,17:00,3735
2018/3/5,18:00,3711
2018/3/5,19:00,3564
2018/3/5,20:00,3411
2018/3/5,21:00,3259
2018/3/5,22:00,3127
2018/3/5,23:00,2936
2018/3/6,0:00,2737
2018/3/6,1:00,2638
2018/3/6,2:00,2627
2018/3/6,3:00,2632
2018/3/6,4:00,2663
2018/3/6,5:00,2800
2018/3/6,6:00,3113
2018/3/6,7:00,3400
2018/3/6,8:00,3674
2018/3/6,9:00,3817
2018/3/6,10:00,3756
2018/3/6,11:00,3666
2018/3/6,12:00,3434
2018/3/6,13:00,3545
2018/3/6,14:00,3507
2018/3/6,15:00,3481
2018/3/6,16:00,3553
2018/3/6,17:00,3743
2018/3/6,18:00,3943
2018/3/6,19:00,3876
2018/3/6,20:00,3782
2018/3/6,21:00,3646
2018/3/6,22:00,3490
2018/3/6,23:00,3264
2018/3/7,0:00,3029
2018/3/7,1:00,2916
2018/3/7,2:00,2874
2018/3/7,3:00,2853
2018/3/7,4:00,2882
2018/3/7,5:00,3063
2018/3/7,6:00,3430
2018/3/7,7:00,3710
2018/3/7,8:00,4002
2018/3/7,9:00,4148
2018/3/7,10:00,4094
2018/3/7,11:00,4005
2018/3/7,12:00,3768
2018/3/7,13:00,3895
2018/3/7,14:00,3887
2018/3/7,15:00,3907
2018/3/7,16:00,4022
2018/3/7,17:00,4210
2018/3/7,18:00,4308
2018/3/7,19:00,4208
2018/3/7,20:00,4076
2018/3/7,21:00,3893
2018/3/7,22:00,3667
2018/3/7,23:00,3397
2018/3/8,0:00,3117
2018/3/8,1:00,2974
2018/3/8,2:00,2904
2018/3/8,3:00,2872
2018/3/8,4:00,2896
2018/3/8,5:00,3069
2018/3/8,6:00,3485
2018/3/8,7:00,3877
2018/3/8,8:00,4260
2018/3/8,9:00,4514
2018/3/8,10:00,4521
2018/3/8,11:00,4465
2018/3/8,12:00,4238
2018/3/8,13:00,4374
2018/3/8,14:00,4357
2018/3/8,15:00,4356
2018/3/8,16:00,4417
2018/3/8,17:00,4463
2018/3/8,18:00,4428
2018/3/8,19:00,4263
2018/3/8,20:00,4084
2018/3/8,21:00,3864
2018/3/8,22:00,3638
2018/3/8,23:00,3338
2018/3/9,0:00,3040
2018/3/9,1:00,2891
2018/3/9,2:00,2834
2018/3/9,3:00,2804
2018/3/9,4:00,2815
2018/3/9,5:00,2899
2018/3/9,6:00,3162
2018/3/9,7:00,3442
2018/3/9,8:00,3743
2018/3/9,9:00,3941
2018/3/9,10:00,3955
2018/3/9,11:00,3923
2018/3/9,12:00,3775
2018/3/9,13:00,3911
2018/3/9,14:00,3907
2018/3/9,15:00,3884
2018/3/9,16:00,3937
2018/3/9,17:00,4004
2018/3/9,18:00,4004
2018/3/9,19:00,3880
2018/3/9,20:00,3756
2018/3/9,21:00,3594
2018/3/9,22:00,3445
2018/3/9,23:00,3237
2018/3/10,0:00,3008
2018/3/10,1:00,2885
2018/3/10,2:00,2832
2018/3/10,3:00,2792
2018/3/10,4:00,2790
2018/3/10,5:00,2841
2018/3/10,6:00,2998
2018/3/10,7:00,3232
2018/3/10,8:00,3500
2018/3/10,9:00,3616
2018/3/10,10:00,3600
2018/3/10,11:00,3493
2018/3/10,12:00,3337
2018/3/10,13:00,3309
2018/3/10,14:00,3233
2018/3/10,15:00,3177
2018/3/10,16:00,3229
2018/3/10,17:00,3441
2018/3/10,18:00,3686
2018/3/10,19:00,3671
2018/3/10,20:00,3599
2018/3/10,21:00,3463
2018/3/10,22:00,3285
2018/3/10,23:00,3080
2018/3/11,0:00,2857
2018/3/11,1:00,2729
2018/3/11,2:00,2662
2018/3/11,3:00,2624
2018/3/11,4:00,2610
2018/3/11,5:00,2642
2018/3/11,6:00,2756
2018/3/11,7:00,2939
2018/3/11,8:00,3149
2018/3/11,9:00,3245
2018/3/11,10:00,3186
2018/3/11,11:00,3055
2018/3/11,12:00,2975
2018/3/11,13:00,2884
2018/3/11,14:00,2855
2018/3/11,15:00,2875
2018/3/11,16:00,2936
2018/3/11,17:00,3198
2018/3/11,18:00,3485
2018/3/11,19:00,3501
2018/3/11,20:00,3450
2018/3/11,21:00,3318
2018/3/11,22:00,3131
2018/3/11,23:00,2941
2018/3/12,0:00,2737
2018/3/12,1:00,2643
2018/3/12,2:00,2620
2018/3/12,3:00,2619
2018/3/12,4:00,2680
2018/3/12,5:00,2879
2018/3/12,6:00,3221
2018/3/12,7:00,3413
2018/3/12,8:00,3667
2018/3/12,9:00,3826
2018/3/12,10:00,3790
2018/3/12,11:00,3722
2018/3/12,12:00,3494
2018/3/12,13:00,3563
2018/3/12,14:00,3513
2018/3/12,15:00,3467
2018/3/12,16:00,3517
2018/3/12,17:00,3666
2018/3/12,18:00,3866
2018/3/12,19:00,3797
2018/3/12,20:00,3683
2018/3/12,21:00,3543
2018/3/12,22:00,3371
2018/3/12,23:00,3146
2018/3/13,0:00,2913
2018/3/13,1:00,2801
2018/3/13,2:00,2764
2018/3/13,3:00,2746
2018/3/13,4:00,2799
2018/3/13,5:00,2963
2018/3/13,6:00,3266
2018/3/13,7:00,3443
2018/3/13,8:00,3638
2018/3/13,9:00,3743
2018/3/13,10:00,3691
2018/3/13,11:00,3609
2018/3/13,12:00,3402
2018/3/13,13:00,3500
2018/3/13,14:00,3464
2018/3/13,15:00,3422
2018/3/13,16:00,3444
2018/3/13,17:00,3539
2018/3/13,18:00,3692
2018/3/13,19:00,3610
2018/3/13,20:00,3501
2018/3/13,21:00,3355
2018/3/13,22:00,3203
2018/3/13,23:00,2997
2018/3/14,0:00,2773
2018/3/14,1:00,2673
2018/3/14,2:00,2650
2018/3/14,3:00,2642
2018/3/14,4:00,2679
2018/3/14,5:00,2824
2018/3/14,6:00,3058
2018/3/14,7:00,3196
2018/3/14,8:00,3390
2018/3/14,9:00,3502
2018/3/14,10:00,3474
2018/3/14,11:00,3437
2018/3/14,12:00,3253
2018/3/14,13:00,3378
2018/3/14,14:00,3374
2018/3/14,15:00,3336
2018/3/14,16:00,3336
2018/3/14,17:00,3385
2018/3/14,18:00,3499
2018/3/14,19:00,3404
2018/3/14,20:00,3308
2018/3/14,21:00,3171
2018/3/14,22:00,3044
2018/3/14,23:00,2851
2018/3/15,0:00,2648
2018/3/15,1:00,2557
2018/3/15,2:00,2551
2018/3/15,3:00,2548
2018/3/15,4:00,2580
2018/3/15,5:00,2688
2018/3/15,6:00,2859
2018/3/15,7:00,3036
2018/3/15,8:00,3272
2018/3/15,9:00,3446
2018/3/15,10:00,3434
2018/3/15,11:00,3463
2018/3/15,12:00,3277
2018/3/15,13:00,3333
2018/3/15,14:00,3334
2018/3/15,15:00,3317
2018/3/15,16:00,3328
2018/3/15,17:00,3405
2018/3/15,18:00,3513
2018/3/15,19:00,3404
2018/3/15,20:00,3274
2018/3/15,21:00,3133
2018/3/15,22:00,3011
2018/3/15,23:00,2812
2018/3/16,0:00,2608
2018/3/16,1:00,2516
2018/3/16,2:00,2503
2018/3/16,3:00,2503
2018/3/16,4:00,2522
2018/3/16,5:00,2596
2018/3/16,6:00,2776
2018/3/16,7:00,3008
2018/3/16,8:00,3316
2018/3/16,9:00,3525
2018/3/16,10:00,3535
2018/3/16,11:00,3544
2018/3/16,12:00,3388
2018/3/16,13:00,3509
2018/3/16,14:00,3525
2018/3/16,15:00,3570
2018/3/16,16:00,3664
2018/3/16,17:00,3721
2018/3/16,18:00,3731
2018/3/16,19:00,3636
2018/3/16,20:00,3529
2018/3/16,21:00,3404
2018/3/16,22:00,3284
2018/3/16,23:00,3102
2018/3/17,0:00,2889
2018/3/17,1:00,2782
2018/3/17,2:00,2733
2018/3/17,3:00,2713
2018/3/17,4:00,2722
2018/3/17,5:00,2796
2018/3/17,6:00,2895
2018/3/17,7:00,2987
2018/3/17,8:00,3180
2018/3/17,9:00,3303
2018/3/17,10:00,3293
2018/3/17,11:00,3234
2018/3/17,12:00,3134
2018/3/17,13:00,3120
2018/3/17,14:00,3054
2018/3/17,15:00,3019
2018/3/17,16:00,3074
2018/3/17,17:00,3272
2018/3/17,18:00,3540
2018/3/17,19:00,3536
2018/3/17,20:00,3482
2018/3/17,21:00,3331
2018/3/17,22:00,3164
2018/3/17,23:00,2998
2018/3/18,0:00,2774
2018/3/18,1:00,2652
2018/3/18,2:00,2595
2018/3/18,3:00,2566
2018/3/18,4:00,2563
2018/3/18,5:00,2602
2018/3/18,6:00,2663
2018/3/18,7:00,2774
2018/3/18,8:00,2926
2018/3/18,9:00,3008
2018/3/18,10:00,3000
2018/3/18,11:00,2928
2018/3/18,12:00,2885
2018/3/18,13:00,2870
2018/3/18,14:00,2810
2018/3/18,15:00,2766
2018/3/18,16:00,2830
2018/3/18,17:00,3069
2018/3/18,18:00,3300
2018/3/18,19:00,3293
2018/3/18,20:00,3223
2018/3/18,21:00,3076
2018/3/18,22:00,2900
2018/3/18,23:00,2712
2018/3/19,0:00,2523
2018/3/19,1:00,2437
2018/3/19,2:00,2427
2018/3/19,3:00,2434
2018/3/19,4:00,2485
2018/3/19,5:00,2620
2018/3/19,6:00,2865
2018/3/19,7:00,3154
2018/3/19,8:00,3487
2018/3/19,9:00,3688
2018/3/19,10:00,3676
2018/3/19,11:00,3650
2018/3/19,12:00,3425
2018/3/19,13:00,3538
2018/3/19,14:00,3512
2018/3/19,15:00,3466
2018/3/19,16:00,3529
2018/3/19,17:00,3616
2018/3/19,18:00,3681
2018/3/19,19:00,3564
2018/3/19,20:00,3436
2018/3/19,21:00,3287
2018/3/19,22:00,3140
2018/3/19,23:00,2924
2018/3/20,0:00,2697
2018/3/20,1:00,2597
2018/3/20,2:00,2575
2018/3/20,3:00,2578
2018/3/20,4:00,2606
2018/3/20,5:00,2727
2018/3/20,6:00,3019
2018/3/20,7:00,3364
2018/3/20,8:00,3764
2018/3/20,9:00,4001
2018/3/20,10:00,3990
2018/3/20,11:00,3961
2018/3/20,12:00,3775
2018/3/20,13:00,3887
2018/3/20,14:00,3876
2018/3/20,15:00,3847
2018/3/20,16:00,3892
2018/3/20,17:00,3984
2018/3/20,18:00,4041
2018/3/20,19:00,3918
2018/3/20,20:00,3782
2018/3/20,21:00,3637
2018/3/20,22:00,3471
2018/3/20,23:00,3250
2018/3/21,0:00,3002
2018/3/21,1:00,2871
2018/3/21,2:00,2797
2018/3/21,3:00,2775
2018/3/21,4:00,2779
2018/3/21,5:00,2850
2018/3/21,6:00,3038
2018/3/21,7:00,3334
2018/3/21,8:00,3787
2018/3/21,9:00,4099
2018/3/21,10:00,4210
2018/3/21,11:00,4258
2018/3/21,12:00,4199
2018/3/21,13:00,4242
2018/3/21,14:00,4207
2018/3/21,15:00,4197
2018/3/21,16:00,4264
2018/3/21,17:00,4375
2018/3/21,18:00,4438
2018/3/21,19:00,4338
2018/3/21,20:00,4210
2018/3/21,21:00,3980
2018/3/21,22:00,3712
2018/3/21,23:00,3433
2018/3/22,0:00,3139
2018/3/22,1:00,2979
2018/3/22,2:00,2900
2018/3/22,3:00,2861
2018/3/22,4:00,2874
2018/3/22,5:00,3017
2018/3/22,6:00,3343
2018/3/22,7:00,3657
2018/3/22,8:00,4036
2018/3/22,9:00,4186
2018/3/22,10:00,4094
2018/3/22,11:00,4021
2018/3/22,12:00,3791
2018/3/22,13:00,3813
2018/3/22,14:00,3713
2018/3/22,15:00,3601
2018/3/22,16:00,3611
2018/3/22,17:00,3715
2018/3/22,18:00,3861
2018/3/22,19:00,3781
2018/3/22,20:00,3662
2018/3/22,21:00,3497
2018/3/22,22:00,3324
2018/3/22,23:00,3089
2018/3/23,0:00,2830
2018/3/23,1:00,2693
2018/3/23,2:00,2651
2018/3/23,3:00,2637
2018/3/23,4:00,2657
2018/3/23,5:00,2779
2018/3/23,6:00,3046
2018/3/23,7:00,3320
2018/3/23,8:00,3615
2018/3/23,9:00,3719
2018/3/23,10:00,3665
2018/3/23,11:00,3598
2018/3/23,12:00,3388
2018/3/23,13:00,3482
2018/3/23,14:00,3428
2018/3/23,15:00,3405
2018/3/23,16:00,3456
2018/3/23,17:00,3528
2018/3/23,18:00,3669
2018/3/23,19:00,3593
2018/3/23,20:00,3489
2018/3/23,21:00,3359
2018/3/23,22:00,3231
2018/3/23,23:00,3046
2018/3/24,0:00,2810
2018/3/24,1:00,2689
2018/3/24,2:00,2636
2018/3/24,3:00,2617
2018/3/24,4:00,2624
2018/3/24,5:00,2673
2018/3/24,6:00,2747
2018/3/24,7:00,2869
2018/3/24,8:00,3078
2018/3/24,9:00,3192
2018/3/24,10:00,3203
2018/3/24,11:00,3166
2018/3/24,12:00,3036
2018/3/24,13:00,3039
2018/3/24,14:00,3007
2018/3/24,15:00,2962
2018/3/24,16:00,2988
2018/3/24,17:00,3145
2018/3/24,18:00,3354
2018/3/24,19:00,3324
2018/3/24,20:00,3247
2018/3/24,21:00,3102
2018/3/24,22:00,2954
